Todo,Difficulty,Type,Category,Rating,Political,Bit idea,Expanded Concept,Programmatic / Tech Steps,Notes / Risks,Outline Dialog/Steps,Assets Needed
,Mid,Bit,Audience,G,No,"Put on ai glasses, show what I see of the audience, demons, doing creepy things","Developed bit: Put on ai glasses, show what I see of the audience, demons, doing creepy things. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"ghostly abarition, spooky voice","Full bit: Ghostly abarition, spooky voice. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Commercial,R,No,"D Madness simulator. blank screen with horizontal stripes. hey you the with th big boobs.. D Madness Flight simulator, explosion, oh fuck.","Developed bit: D Madness simulator. blank screen with horizontal stripes. hey you the with th big boobs.. D Madness Flight simulator, explosion, oh fuck.. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.",Pyro-SFX cue: screens flash + concussive SFX while the performer sells the blast; no real pyro needed.,Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Flash-frame clip; concussive SFX; screens white-flash macro (no real pyro).
,Mid,Bit,SciFi,G,No,"D Madness sees stripes, but then sees rainbow stripes of Tony silhouette","Developed bit: D Madness sees stripes, but then sees rainbow stripes of Tony silhouette. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Politics,G,y,"Trump says something, libs do opposite, guzzle Tylenol, shoot themselves...","Developed bit: Trump says something, libs do opposite, guzzle Tylenol, shoot themselves.... Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Character-voice preset: distorted face + edited VO clips on buttons; keep it punchline-forward, never a lecture.",Political likeness: punchlines must be bipartisan or self-deprecating; venues book the room they want back.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Character-voice preset (face distortion); edited VO clip buttons; punchline-first script.
,Mid,Bit,SciFi,G,No,"It has been 0 days since someone heckled something stupid... change from 9 days, display again but minutes changed to 0","Full bit: It has been 0 days since someone heckled something stupid... change from 9 days, display again but minutes changed to 0. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Googe translate drunk or mrmr,"Full bit: Googe translate drunk or mrmr. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","Identity material: punch at the absurdity or the power, never at the people; expect walk-outs if it reads mean.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Goo/slime overlay animation; splat SFX; cleanup note for real props.
,Mid,Bit,SciFi,G,No,have a person beam in and it looks like proto hologram,"Developed bit: Have a person beam in and it looks like proto hologram. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Space/cockpit background plates; abduction beam clip; sci-fi SFX pack.
,Mid,Bit,SciFi,R,No,Macho guy says I don't know what Vaseline is for. I don't know what baby powder is for. I don't care. Do you guys know what baby powder is for? Yeah well then you're a bunch of fucking babies. You know if I thought maybe my baby needed some cocaine. I'd give him some fucking baby powder,"Developed bit: Macho guy says I don't know what Vaseline is for. I don't know what baby powder is for. I don't care. Do you guys know what baby powder is for? Yeah well then you're a bunch of fucking babies. You know if I thought maybe my baby needed some cocaine. I'd give him some fucking baby powder. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Tech-Call,G,No,Macho guy not playing tennis that's gay. You got nothing. You're a loser. You gotta call that love you're gay  anal no explanation needed.,"Developed bit: Macho guy not playing tennis that's gay. You got nothing. You're a loser. You gotta call that love you're gay anal no explanation needed.. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons. + Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.","Identity material: punch at the absurdity or the power, never at the people; expect walk-outs if it reads mean.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Commercial,G,No,"Groups comin because they don't like that are tired of people saying the 'X' Word, we are tired of people saying the N word, the c word, the B wor, the R word, the D word, the F word , the T word(tranny), this PSA was brought to you by the letters F, U and the number 1(middle finger)","Full bit: Groups comin because they don't like that are tired of people saying the 'X' Word, we are tired of people saying the N word, the c word, the B wor, the R word, the D word, the F word , the T word(tranny), this PSA was brought to you by the letters F, U and the number 1(middle finger). Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,Give out ArtI awards and then make AI videos of the acceptance speech,"Full bit: Give out ArtI awards and then make AI videos of the acceptance speech. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"Do something with the fun names. Mike Oxlong, Nick Kerr, Max Imumgay","Developed bit: Do something with the fun names. Mike Oxlong, Nick Kerr, Max Imumgay. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,"Steal Tony: starring Carlos Mencia, Amy Schumer(both doing the Puerto Rico joke), then Head Case doing William Montgomery saying Is AI stealing jokes? I ant never gonna stop!","Developed bit: Steal Tony: starring Carlos Mencia, Amy Schumer(both doing the Puerto Rico joke), then Head Case doing William Montgomery saying Is AI stealing jokes? I ant never gonna stop!. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Audience,G,No,"God giving a sermon, praise me, pointing out audience and their sins","Set piece: God giving a sermon, praise me, pointing out audience and their sins. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","Religious material: land the punchline on the situation, not the faith; expect some walk-outs either direction.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Church backdrop plate; choir/organ sting; smart-script review.
,Mid,Bit,Music,G,No,"Devil should challenge someone to a rap battle.. And the Devil jumped up on a hickory stump
 And said ""Boy, let me tell you what""
 

 [Verse 2]
 ""I guess you didn't know it, but I am a fiddle player too
 And if you'd care to take a dare, I'll make a bet with you
 Now you play a pretty good fiddle, boy, but give the Devil his due
 I'll bet a fiddle o' gold against your soul 'cause I think I'm better than you""","Developed bit: Devil should challenge someone to a rap battle.. And the Devil jumped up on a hickory stump And said ""Boy, let me tell you what"" [Verse 2] ""I guess you didn't know it, but I am a fiddle player too And if you'd care to take a dare, I'll make a bet with you Now you play a pretty good fiddle, boy, but give the Devil his due I'll bet a fiddle o' gold against your soul 'cause I think I'm better than you"". Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app. + Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX. Goo/slime overlay animation; splat SFX; cleanup note for real props.
,Mid,Bit,Sketch,G,No,"Do a thing where a lyric is sung like Supertramps' When I was young.(lif was so lyrical), but stop it and do a punch line, We' didn't start the fire, but ...punchline","Full bit: Thing where a lyric is sung like Supertramps' When I was young.(lif was so lyrical), but stop it and do a punch line, We' didn't start the fire, but ...punchline. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
,Mid,Bit,Sketch,G,No,Use funny names like Yuri Tarded,"Full bit: Use funny names like Yuri Tarded. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Have a gag when someone tells me a weird name that I do it like key and Peele SEC football names like McCray Berry,"Developed bit: Have a gag when someone tells me a weird name that I do it like key and Peele SEC football names like McCray Berry. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Have a gag if someone tells me they're country name that I yelled out like the beauty queens did saying Albania,"Full bit: Have a gag if someone tells me they're country name that I yelled out like the beauty queens did saying Albania. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,y,"Start off, telling some really inappropriate work or abortion jokes, and progressively turn into more and more of a demon","Full bit: Start off, telling some really inappropriate work or abortion jokes, and progressively turn into more and more of a demon. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Audience,G,No,Have people use their phone to take a selfie and enter some information about themselves and I will put them up on the screen as crowd work to roast them,"Full bit: Have people use their phone to take a selfie and enter some information about themselves and I will put them up on the screen as crowd work to roast them. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,Do something similar with awkward AI like SNL did for their grandma AI skit,"Developed bit: Do something similar with awkward AI like SNL did for their grandma AI skit. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"Vegas Review - Carrot Top, Tape Face, Piff, Branson Review - ontop, Gag Face(Squeal like a pig) Meth the Magic...","Developed bit: Vegas Review - Carrot Top, Tape Face, Piff, Branson Review - ontop, Gag Face(Squeal like a pig) Meth the Magic.... Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"Bob Newhart, conversation with Abe Lincoln, confession","Set piece: Bob Newhart, conversation with Abe Lincoln, confession. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Make Jokey Jokerson based on Me,"Developed bit: Make Jokey Jokerson based on Me. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Andy Kaufman,"Set piece: Andy Kaufman. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Pee wee herman,"Developed bit: Pee wee herman. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,"Do an AI version of the O.J. Simpson card, where he stabbed somebody","Developed bit: AI version of the O.J. Simpson card, where he stabbed somebody. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Do carrot top rejects that way I can just do my normal face,"Developed bit: Do carrot top rejects that way I can just do my normal face. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,Bring your AI cards to life,"Developed bit: Bring your AI cards to life. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Hard,Bit,History,G,No,"Do a version of you might be a redneck if with something else like you might be a time traveler, if or something","Developed bit: Version of you might be a redneck if with something else like you might be a time traveler, if or something. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Audience,G,No,"Put Q cards on the screen for the audience to read along in some bit, or mad libs","Full bit: Put Q cards on the screen for the audience to read along in some bit, or mad libs. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,PG,No,"Background for devil, firey bodies, play wheres OJ, where's Hitler","Set piece: Background for devil, firey bodies, play wheres OJ, where's Hitler. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app. + Power/battery presets: dim-to-black with power-down SFX; restore via color-bars beat so the blackout reads intentional.","Hitler/antisemitism material: highest walk-out risk in the file; only survives as a clearly condemned punchline - know the room, maybe know the lawyer.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Battery-low banner; dim-to-black preset; power-down chime; restore color-bars beat.
